iter	Passed	Remaining
1666	42665	8522
1667	42701	8499
1668	42729	8474
1669	42759	8449
1670	42791	8425
1671	42823	8400
1672	42854	8376
1673	42876	8349
1674	42902	8324
1675	42934	8300
1676	42956	8273
1677	42980	8247
1678	43002	8221
1679	43023	8195
1680	43045	8168
1681	43076	8144
1682	43099	8118
1683	43124	8092
1684	43155	8067
1685	43176	8041
1686	43201	8015
1687	43250	7994
1688	43271	7967
1689	43298	7942
1690	43331	7918
1691	43361	7893
1692	43382	7866
1693	43408	7841
1694	43439	7816
1695	43471	7792
1696	43501	7767
1697	43534	7742
1698	43565	7718
1699	43586	7691
1700	43613	7666
1701	43634	7639
1702	43655	7613
1703	43723	7595
1704	43745	7568
1705	43769	7542
1706	43790	7516
1707	43832	7493
1708	43863	7468
1709	43894	7444
1710	43925	7419
1711	43956	7394
1712	43978	7368
1713	44004	7342
1714	44038	7318
1715	44068	7293
1716	44132	7274
1717	44156	7248
1718	44195	7224
1719	44224	7199
1720	44246	7172
1721	44267	7146
1722	44288	7120
1723	44317	7094
1724	44338	7068
1725	44400	7048
1726	44443	7025
1727	44487	7002
1728	44515	6977
1729	44548	6952
1730	44571	6926
1731	44595	6900
1732	44628	6875
1733	44659	6850
1734	44690	6825
1735	44711	6799
1736	44735	6773
1737	44756	6746
1738	44780	6720
1739	44802	6694
1740	44826	6668
1741	44859	6643
1742	44890	6619
1743	44920	6593
1744	44940	6567
1745	44966	6541
1746	45013	6518
1747	45060	6496
1748	45092	6471
1749	45122	6446
1750	45144	6419
1751	45168	6393
1752	45190	6367
1753	45231	6343
1754	45263	6318
1755	45287	6292
1756	45311	6266
1757	45358	6243
1758	45388	6218
1759	45410	6192
1760	45433	6166
1761	45467	6141
1762	45515	6118
1763	45581	6098
1764	45628	6075
1765	45656	6049
1766	45681	6023
1767	45705	5997
1768	45736	5972
1769	45763	5946
1770	45787	5920
1771	45823	5895
1772	45854	5870
1773	45886	5845
1774	45908	5819
1775	45931	5793
1776	45977	5769
1777	45998	5743
1778	46019	5716
1779	46055	5692
1780	46075	5665
1781	46103	5640
1782	46126	5613
1783	46147	5587
1784	46168	5560
1785	46213	5537
1786	46244	5512
1787	46264	5485
1788	46284	5458
1789	46307	5432
1790	46339	5407
1791	46359	5381
1792	46379	5354
1793	46403	5328
1794	46434	5303
1795	46454	5276
1796	46475	5250
1797	46495	5223
1798	46517	5197
1799	46537	5170
1800	46557	5144
1801	46592	5119
1802	46623	5094
1803	46644	5067
1804	46664	5041
1805	46684	5014
1806	46719	4989
1807	46751	4964
1808	46782	4939
1809	46813	4914
1810	46845	4888
1811	46865	4862
1812	46885	4835
1813	46905	4809
1814	46925	4783
1815	46957	4757
1816	46977	4731
1817	47004	4705
1818	47025	4679
1819	47052	4653
1820	47072	4627
1821	47093	4600
1822	47113	4574
1823	47147	4549
1824	47178	4523
1825	47198	4497
1826	47218	4471
1827	47242	4445
1828	47305	4422
1829	47328	4396
1830	47350	4370
1831	47370	4344
1832	47397	4318
1833	47429	4292
1834	47460	4267
1835	47480	4241
1836	47500	4214
1837	47521	4188
1838	47541	4162
1839	47569	4136
1840	47589	4110
1841	47616	4084
1842	47648	4059
1843	47668	4032
1844	47688	4006
1845	47711	3980
1846	47732	3954
1847	47752	3927
1848	47772	3901
1849	47807	3876
1850	47839	3850
1851	47859	3824
1852	47879	3798
1853	47902	3772
1854	47923	3746
1855	47950	3720
1856	47982	3694
1857	48003	3668
1858	48023	3642
1859	48044	3616
1860	48077	3590
1861	48108	3565
1862	48140	3540
1863	48170	3514
1864	48190	3488
1865	48218	3462
1866	48250	3437
1867	48270	3410
1868	48291	3384
1869	48328	3359
1870	48375	3335
1871	48405	3309
1872	48437	3284
1873	48457	3258
1874	48478	3231
1875	48499	3205
1876	48533	3180
1877	48558	3154
1878	48597	3129
1879	48628	3103
1880	48660	3078
1881	48714	3054
1882	48735	3028
1883	48783	3003
1884	48831	2979
1885	48853	2952
1886	48875	2926
1887	48896	2900
1888	48927	2875
1889	48958	2849
1890	48979	2823
1891	49000	2797
1892	49021	2770
1893	49041	2744
1894	49062	2718
1895	49098	2693
1896	49146	2668
1897	49177	2642
1898	49209	2617
1899	49232	2591
1900	49258	2565
1901	49278	2539
1902	49321	2513
1903	49342	2487
1904	49365	2461
1905	49397	2436
1906	49427	2410
1907	49458	2384
1908	49490	2359
1909	49511	2333
1910	49536	2307
1911	49558	2280
1912	49579	2254
1913	49630	2229
1914	49676	2204
1915	49708	2179
1916	49729	2153
1917	49752	2127
1918	49779	2101
1919	49801	2075
1920	49822	2048
1921	49850	2023
1922	49879	1997
1923	49926	1972
1924	49973	1947
1925	50020	1921
1926	50041	1895
1927	50062	1869
1928	50115	1844
1929	50137	1818
1930	50158	1792
1931	50179	1766
1932	50217	1740
1933	50253	1714
1934	50291	1689
1935	50312	1663
1936	50333	1637
1937	50355	1610
1938	50383	1585
1939	50430	1559
1940	50451	1533
1941	50476	1507
1942	50511	1481
1943	50534	1455
1944	50558	1429
1945	50579	1403
1946	50603	1377
1947	50652	1352
1948	50674	1326
1949	50696	1299
1950	50717	1273
1951	50743	1247
1952	50777	1221
1953	50803	1195
1954	50873	1170
1955	50905	1145
1956	50926	1118
1957	50949	1092
1958	50972	1066
1959	50996	1040
1960	51019	1014
1961	51062	988
1962	51086	962
1963	51108	936
1964	51155	911
1965	51217	885
1966	51265	860
1967	51288	833
1968	51313	807
1969	51346	781
1970	51370	755
1971	51392	729
1972	51413	703
1973	51440	677
1974	51461	651
1975	51482	625
1976	51507	599
1977	51534	573
1978	51555	547
1979	51575	520
1980	51595	494
1981	51629	468
1982	51650	442
1983	51670	416
1984	51706	390
1985	51727	364
1986	51768	338
1987	51798	312
1988	51818	286
1989	51845	260
1990	51877	234
1991	51924	208
1992	51956	182
1993	52003	156
1994	52024	130
1995	52051	104
1996	52083	78
1997	52103	52
1998	52125	26
1999	52160	0
