iter	RMSE
374	0.9966141378
375	0.9966005627
376	0.9965394965
377	0.9963147083
378	0.9962482531
379	0.9962110933
380	0.996190576
381	0.9961135088
382	0.9958766341
383	0.9958366737
384	0.9958273004
385	0.9955541162
386	0.9954481408
387	0.9953986141
388	0.9953656175
389	0.9953294282
390	0.9953119676
391	0.995183771
392	0.9949097745
393	0.9946685211
394	0.9946407663
395	0.9945685353
396	0.9943695881
397	0.9943534983
398	0.9943530243
399	0.9943219087
400	0.9943093081
401	0.9943093077
402	0.9940891234
403	0.9940744973
404	0.9939510756
405	0.9937855907
406	0.9937694732
407	0.993640113
408	0.9936050051
409	0.9935527483
410	0.9934292821
411	0.9932393361
412	0.9931924373
413	0.9931600439
414	0.9930397214
415	0.9930189873
416	0.9928726473
417	0.9926731162
418	0.9925335175
419	0.9924882101
420	0.9924496845
421	0.9922998572
422	0.9922489875
423	0.9919939666
424	0.9919311125
425	0.9918205869
426	0.9918205864
427	0.9917236921
428	0.9916392743
429	0.9915914448
430	0.9914671539
431	0.9913891761
432	0.9912909653
433	0.991170301
434	0.9911231138
435	0.9911008956
436	0.9909997831
437	0.9909496741
438	0.9909440777
439	0.9909091174
440	0.9907014816
441	0.990670923
442	0.9906633334
443	0.9905894741
444	0.9904311343
445	0.990420561
446	0.9902426151
447	0.990241442
448	0.9900906653
449	0.9900802315
450	0.9900781078
451	0.9900182098
452	0.9898068681
453	0.9897010019
454	0.9896615038
455	0.9896443187
456	0.9895703637
457	0.9895146975
458	0.9894586956
459	0.9892839519
460	0.9892253746
461	0.9889591033
462	0.9889427882
463	0.9888892404
464	0.9887932697
465	0.9886296693
466	0.9885458584
467	0.988541223
468	0.9884197123
469	0.9884064411
470	0.9883655101
471	0.9882808513
472	0.9882463387
473	0.9881925375
474	0.9881207687
475	0.9879013846
476	0.9878398265
477	0.987666402
478	0.9874935788
479	0.9874711014
480	0.9873836547
481	0.9873836543
482	0.9873336792
483	0.9873200606
484	0.9872042393
485	0.9871822563
486	0.9869978114
487	0.9867567212
488	0.9867095341
489	0.9866937617
490	0.9866446005
491	0.9864934814
492	0.986453118
493	0.986228873
494	0.9861807634
495	0.9861650519
496	0.9860083302
497	0.9859652752
498	0.985950568
499	0.9859193378
500	0.9857916596
501	0.985600059
502	0.9852790769
503	0.9852198706
504	0.9851171595
505	0.9850912846
506	0.9850832499
507	0.9849458652
508	0.9849010149
509	0.9848650036
510	0.9846571205
511	0.9845570549
512	0.9842822702
513	0.9842368317
514	0.9840449076
515	0.9837578804
516	0.9836870648
517	0.9836517567
518	0.9835787939
519	0.9833694777
520	0.9833392843
521	0.9831573122
522	0.9830829945
523	0.9830527724
524	0.9829366041
525	0.982936271
526	0.9828748085
527	0.9827634043
528	0.9825497711
529	0.9824738756
530	0.9823909059
531	0.9823421647
532	0.9822859124
533	0.9822141974
534	0.9821673675
535	0.9819530093
536	0.981891919
537	0.9818881018
538	0.9818865876
539	0.9816825952
540	0.9816136733
541	0.9814014885
542	0.9813710264
543	0.9813000762
544	0.9810058724
545	0.9809597998
546	0.9809170418
547	0.9808896314
548	0.9807538374
549	0.9806897483
550	0.9806477383
551	0.9804920729
552	0.9804117396
553	0.9802458477
554	0.9801158363
555	0.9798273602
556	0.9796241339
557	0.9796228151
558	0.9796141253
559	0.979522552
560	0.9794527218
561	0.9794500177
562	0.9794493919
563	0.979197019
564	0.9790890707
565	0.97908873
566	0.979052911
567	0.9790218766
568	0.9788146486
569	0.9785056119
570	0.9784776058
571	0.9784556879
572	0.9783726596
573	0.9781980422
574	0.9780762375
575	0.9780341483
576	0.9779486799
577	0.9779486794
578	0.9779353533
579	0.9779349433
580	0.977778556
581	0.9776728082
582	0.9776278876
583	0.9774426042
584	0.9773540305
585	0.9773539524
586	0.9773331534
587	0.9772894885
588	0.9772248422
589	0.9772237003
590	0.9771910225
591	0.9771782786
592	0.9770802884
593	0.9769565356
594	0.9767505352
595	0.9766154871
596	0.976460358
597	0.9764003932
598	0.9763847327
599	0.9763726635
600	0.9762291421
601	0.9760048045
602	0.9759022974
603	0.9759022968
604	0.9758576338
605	0.9757298961
606	0.9755130844
607	0.9752908414
608	0.9751630102
609	0.9751214282
610	0.9750153343
611	0.9750035934
612	0.9749528622
613	0.9748265905
614	0.9748028573
615	0.9747050286
616	0.9746601771
617	0.974512644
618	0.9743364117
619	0.9743222432
620	0.9742178743
621	0.9742028041
622	0.9741503017
623	0.9739913947
624	0.9739802016
625	0.9739642399
626	0.9738055359
627	0.9737285402
628	0.9735845881
629	0.9735132435
630	0.9734711503
631	0.9733194166
632	0.9730384194
633	0.9728972059
634	0.9728506543
635	0.9727245194
636	0.9727070757
637	0.9725591391
638	0.9724475088
639	0.9723418465
640	0.972268778
641	0.9722180463
642	0.9721885566
643	0.972167753
644	0.9720797978
645	0.9719306997
646	0.9716538193
647	0.9716513606
648	0.9716502053
649	0.9716418606
650	0.9716213855
651	0.9715926115
652	0.9715406421
653	0.9715406418
654	0.9715406415
655	0.9714248867
656	0.9713995797
657	0.971059044
658	0.9707854954
659	0.9707486321
660	0.9706369447
661	0.9705408224
662	0.9705408222
663	0.9705138459
664	0.9704712456
665	0.9704712454
666	0.9703538087
667	0.9703400614
668	0.9702724779
669	0.9702701038
670	0.9702594729
671	0.9701456801
672	0.9701445366
673	0.9700273528
674	0.9699771133
675	0.9698795377
676	0.9697876079
677	0.9696960714
678	0.9696960711
679	0.9695791616
680	0.9694708691
681	0.9694069187
682	0.9693184287
683	0.969205046
684	0.9691446115
685	0.9690786033
686	0.9690436879
687	0.968844636
688	0.9688179625
689	0.9687843495
690	0.9687642475
691	0.9687268594
692	0.9686317393
693	0.968579901
694	0.9685524902
695	0.9685430143
696	0.9684924449
697	0.9682278007
698	0.9681475153
699	0.968112761
700	0.9680281185
701	0.9680134268
702	0.9679216357
703	0.9679063317
704	0.9678254101
705	0.9677933059
706	0.9676514102
707	0.9675196276
708	0.967462292
709	0.9673306132
710	0.9672813963
711	0.9671560962
712	0.9671176465
713	0.9671044659
714	0.9670786855
715	0.9670765699
716	0.9670007136
717	0.9669672224
718	0.9669180525
719	0.966825889
720	0.9667776692
721	0.9666786254
722	0.966463336
723	0.9664608626
724	0.9663988552
725	0.9662555975
726	0.9660685249
727	0.9660036834
728	0.9659217541
729	0.9655922965
730	0.965428705
731	0.9650790232
732	0.9650176424
733	0.9649428661
734	0.9647710071
735	0.964769917
736	0.9646688099
737	0.9645544222
738	0.9643823435
739	0.964382343
740	0.9642548206
741	0.9640707312
742	0.9640344091
743	0.9639475014
744	0.9638005042
745	0.9636633576
746	0.9636349039
747	0.9635638404
748	0.9634626563
749	0.9634484924
750	0.9633553767
751	0.9632535795
752	0.9632125859
753	0.9632102004
754	0.9631345225
755	0.9630345466
756	0.9629778384
757	0.9629588916
758	0.9629584402
759	0.9627936026
760	0.9627046995
761	0.9626734747
762	0.9626559377
763	0.9626389695
764	0.962599516
765	0.9625898877
766	0.962580576
767	0.9625805754
768	0.9625714985
769	0.962388996
770	0.9623506542
771	0.9621821391
772	0.9621675411
773	0.9621322454
774	0.9620400566
775	0.9620214876
776	0.9619769695
777	0.9618856473
778	0.9618385646
779	0.9617829818
780	0.9617075041
781	0.9614588515
782	0.9613086904
783	0.9612709333
784	0.9612485833
785	0.9612119462
786	0.9610374648
787	0.9609678906
788	0.9609497096
789	0.9609104219
790	0.9608045558
791	0.9606299461
792	0.9605716315
793	0.9603755488
794	0.9603345799
795	0.9602390749
796	0.960149043
797	0.9600626282
798	0.9600624502
799	0.9599862842
800	0.9599806676
801	0.9598424717
802	0.9596309954
803	0.9596300385
804	0.9595852241
805	0.9595649107
806	0.9595586461
807	0.9595029846
808	0.9595025459
809	0.9595013188
810	0.9594860716
811	0.9594354311
812	0.9594343511
813	0.9594343506
814	0.9593718348
815	0.9593715382
816	0.9592326482
817	0.9591308689
818	0.9589428401
819	0.9588956381
820	0.9588773647
821	0.9587994501
822	0.9587994496
823	0.9587748581
824	0.9587113117
825	0.9586682835
826	0.9584888716
827	0.9584060018
828	0.958349902
829	0.9582478197
830	0.9582478192
831	0.9582099156
832	0.9580964801
833	0.9580045055
834	0.957782679
835	0.9577200704
836	0.9575039071
837	0.9573751472
838	0.9572544011
839	0.9572514801
840	0.9572214456
841	0.9571995002
842	0.9571994998
843	0.9571012866
844	0.9570920121
845	0.9570920021
846	0.9570781372
847	0.9570764722
848	0.957076214
849	0.9570411401
850	0.9568314587
851	0.956782228
852	0.9567822275
853	0.9567246942
854	0.956542555
855	0.9563954008
856	0.9563703695
857	0.9563470387
858	0.9563355121
859	0.9562036836
860	0.9561603752
861	0.956145748
862	0.9560309372
863	0.9558012224
864	0.9557843252
865	0.9556516026
866	0.9556516022
867	0.9555588733
868	0.9554174242
869	0.9553422131
870	0.9553414491
871	0.9553404061
872	0.9552319377
873	0.9552085926
874	0.9552085923
875	0.9552072525
876	0.9551989863
877	0.9550636436
878	0.9550555259
879	0.9550296281
880	0.9549552627
881	0.9548712822
882	0.954868918
883	0.9548490477
884	0.9548490473
885	0.9547555881
886	0.9547483105
887	0.9546965735
888	0.9546762714
889	0.9544954876
890	0.9544864186
891	0.9543531813
892	0.9543095381
893	0.9542842058
894	0.9541507994
895	0.9541507991
896	0.9541484838
897	0.9541124809
898	0.9540323668
899	0.9538781643
900	0.9538670355
901	0.9537850045
902	0.9536912737
903	0.95360704
904	0.9534284092
905	0.9533291806
906	0.9533291803
907	0.953314983
908	0.9531557058
909	0.9530776976
910	0.9530151076
911	0.9529896126
912	0.9529893102
913	0.9529096281
914	0.9528624563
915	0.9528065032
916	0.9527613754
917	0.9525701136
918	0.9524748173
919	0.9524322065
920	0.9523396892
921	0.952264002
922	0.9521986763
923	0.9520531453
924	0.9520037203
925	0.9518165762
926	0.9517339013
927	0.9517338951
928	0.9516507014
929	0.951576593
930	0.9513211083
931	0.951316498
932	0.9513153411
933	0.9512917773
934	0.9512481701
935	0.9511636208
936	0.9509811802
937	0.9508898612
938	0.9508657118
939	0.9507978195
940	0.9506913283
941	0.950678248
942	0.9506696664
943	0.9506219509
944	0.9505926378
945	0.9502865337
946	0.9502222032
947	0.9501890086
948	0.950125609
949	0.9500939669
950	0.9500777994
951	0.9500679828
952	0.9500358858
953	0.9498851261
954	0.949881282
955	0.9497920057
956	0.949696925
957	0.9496714284
958	0.9495728334
959	0.949529838
960	0.9495193442
961	0.9494501489
962	0.9491179567
963	0.9491078799
964	0.9490740394
965	0.9490392808
966	0.9488750404
967	0.9485449037
968	0.9485449033
969	0.9484923851
970	0.9483738796
971	0.9483247101
972	0.9483170581
973	0.9482470279
974	0.9482012131
975	0.9481429153
976	0.9481429075
977	0.9480239588
978	0.9479713246
979	0.9478180224
980	0.9478179121
981	0.9478179117
982	0.9477914061
983	0.9475534413
984	0.9475107823
985	0.9473848521
986	0.9473234745
987	0.9472996785
988	0.9472342964
989	0.9471157615
990	0.9469606121
991	0.9468291916
992	0.94673861
993	0.9466993159
994	0.9466768634
995	0.9466719614
996	0.9466719611
997	0.9466324245
998	0.9465406384
999	0.946491665
1000	0.9464464983
1001	0.9463626789
1002	0.9462797138
1003	0.9462516142
1004	0.9462139398
1005	0.9461801815
1006	0.9461668154
1007	0.9459634399
1008	0.9459290292
1009	0.9459263414
1010	0.9458649626
1011	0.9457456918
1012	0.9455904352
1013	0.9455904349
1014	0.9454583731
1015	0.9454570162
1016	0.9454454743
1017	0.9453309725
1018	0.9452226414
1019	0.9450515613
1020	0.945051561
1021	0.9450383882
1022	0.9450373802
1023	0.945004633
1024	0.945000506
1025	0.9449998243
1026	0.944968371
1027	0.9449157128
1028	0.9448920446
1029	0.9448451678
1030	0.9447189225
1031	0.9447078865
1032	0.9446295914
1033	0.9445421273
1034	0.9444660664
1035	0.9444230709
1036	0.9442956158
1037	0.9441914964
1038	0.9441614887
1039	0.9441413984
1040	0.9439144053
1041	0.9437758018
1042	0.9437426496
1043	0.9436495898
1044	0.9435597286
1045	0.9435456552
1046	0.9433247494
1047	0.9432482604
1048	0.9431718297
1049	0.9429160601
1050	0.9429062905
1051	0.9428299715
1052	0.9428150949
1053	0.9427927176
1054	0.9427172904
1055	0.9427163009
1056	0.9426356276
1057	0.9425938711
1058	0.9425893072
1059	0.9425427417
1060	0.9425301166
1061	0.9425301163
1062	0.9425158912
1063	0.9425064283
1064	0.9423810215
1065	0.9423552741
1066	0.9423103636
1067	0.9422312414
1068	0.9421836944
1069	0.9421194541
1070	0.9421043136
1071	0.9420631822
1072	0.9419888145
1073	0.9418133781
1074	0.9418123954
1075	0.9417991475
1076	0.9416108293
1077	0.9414772084
1078	0.9414223453
1079	0.9413827279
1080	0.9413824679
1081	0.9413164698
1082	0.9412698602
1083	0.9412197091
1084	0.9412063007
1085	0.9411123107
1086	0.9410769965
1087	0.941038226
1088	0.9410326019
1089	0.9410290931
1090	0.9409517655
1091	0.9409505295
1092	0.9409247835
1093	0.9408455588
1094	0.9407589104
1095	0.9406918114
1096	0.94058375
1097	0.940535844
1098	0.9405261098
1099	0.9404772446
1100	0.940474589
1101	0.9403513698
1102	0.9403209482
1103	0.940287353
1104	0.9402861449
1105	0.9400803551
1106	0.9400761248
1107	0.9399787305
1108	0.939973952
1109	0.9399497814
1110	0.939884203
1111	0.939807825
1112	0.9397917793
1113	0.9397732946
1114	0.9397697977
1115	0.939531866
1116	0.9395175511
1117	0.9394407854
1118	0.939325249
1119	0.939318738
1120	0.9392640394
1121	0.9391894354
1122	0.9391639101
1123	0.9389777615
1124	0.9389742437
1125	0.9389280494
1126	0.9389142199
1127	0.9387106996
1128	0.9386798459
1129	0.9386089622
1130	0.9386080616
1131	0.9382930197
1132	0.9381357918
1133	0.9381355589
1134	0.9381292984
1135	0.9380553143
1136	0.9380067227
1137	0.9379396044
1138	0.9379396038
1139	0.9378954771
1140	0.9378891389
1141	0.9378891383
1142	0.9378265764
1143	0.9377643611
1144	0.9377611726
1145	0.9377409299
1146	0.9375893189
1147	0.9373947514
1148	0.9373234179
1149	0.9373051351
1150	0.9372677431
1151	0.9371409458
1152	0.9371214429
1153	0.9369003278
1154	0.9367628584
1155	0.9366330506
1156	0.9365505072
1157	0.936546167
1158	0.9364930026
1159	0.9364675982
1160	0.936378508
1161	0.9363785075
1162	0.9363123182
1163	0.9362611428
1164	0.9362319539
1165	0.9361521146
1166	0.9360718914
1167	0.936051776
1168	0.9360517205
1169	0.9358807767
1170	0.9358715841
1171	0.9358620907
1172	0.9358555058
1173	0.9357911888
1174	0.9356518841
1175	0.9356310254
1176	0.935628924
1177	0.9356279867
1178	0.9355879308
1179	0.9355357096
1180	0.9354731164
1181	0.9353298934
1182	0.9353170564
1183	0.9352638798
1184	0.9352057718
1185	0.9351577547
1186	0.9351556717
1187	0.9350345128
1188	0.9349498085
1189	0.934764229
1190	0.9347614372
1191	0.9347614366
1192	0.9347259756
1193	0.9346315085
1194	0.9345691132
1195	0.9345604945
1196	0.9345539748
1197	0.9345235685
1198	0.9343755141
1199	0.9342392284
1200	0.9342377221
1201	0.9341500193
1202	0.9341112728
1203	0.9340857553
1204	0.9340639168
1205	0.9340637736
1206	0.9339781777
1207	0.9339781771
1208	0.9338558332
1209	0.9338314878
1210	0.9336200472
1211	0.9335617193
1212	0.9335552303
1213	0.9335522323
1214	0.9334716392
1215	0.9334633747
1216	0.9334570573
1217	0.9334570567
1218	0.9333092783
1219	0.9332810609
1220	0.9332810603
1221	0.9332810597
1222	0.933230874
1223	0.9332281019
1224	0.9331950519
1225	0.93309969
1226	0.9330996893
1227	0.9329510751
1228	0.932920646
1229	0.9328990555
1230	0.9328788415
1231	0.9326688516
1232	0.9325593236
1233	0.932559323
1234	0.9325578773
1235	0.9325440531
1236	0.9325385813
1237	0.9325370302
1238	0.9324639099
1239	0.9324348904
1240	0.9324261665
1241	0.9324252134
1242	0.9324189366
1243	0.9323820742
1244	0.932373214
1245	0.9323732135
1246	0.932306504
1247	0.9322778609
1248	0.932200011
1249	0.9320783375
1250	0.9320780439
1251	0.9319605047
1252	0.9318860607
1253	0.9318525093
1254	0.9317323071
1255	0.9317323066
1256	0.9317067372
1257	0.9316384519
1258	0.9316073542
1259	0.9314876752
1260	0.9314876747
1261	0.9314876742
1262	0.9313761678
1263	0.9313337203
1264	0.9312949075
1265	0.9311179868
1266	0.9310642803
1267	0.9309707484
1268	0.9309614712
1269	0.9309565771
1270	0.930850754
1271	0.9308507535
1272	0.9307060744
1273	0.9306733643
1274	0.9306733259
1275	0.9306371624
1276	0.9306310465
1277	0.9305327954
1278	0.9304094693
1279	0.9304085469
1280	0.9304006135
1281	0.9303691573
1282	0.9302685798
1283	0.9301923071
1284	0.9301507683
1285	0.9301409616
1286	0.9300879682
1287	0.9300411457
1288	0.9300187535
1289	0.9300070526
1290	0.9299453177
1291	0.9298451006
1292	0.929832528
1293	0.9298316009
1294	0.9297468551
1295	0.9297388008
1296	0.9297078165
1297	0.9296548363
1298	0.9296245753
1299	0.9296236518
1300	0.9296236513
1301	0.9294651604
1302	0.9294360014
1303	0.9293771807
1304	0.9293040233
1305	0.929202153
1306	0.9291878282
1307	0.9291611349
1308	0.9290231616
1309	0.9290208718
1310	0.928985954
1311	0.9288253752
1312	0.928816973
1313	0.9287410176
1314	0.928741017
1315	0.9287365774
1316	0.9286125356
1317	0.9286066145
1318	0.9285965909
1319	0.9285945368
1320	0.9285794984
1321	0.9285268427
1322	0.9284927297
1323	0.9284582363
1324	0.9284544967
1325	0.9282072136
1326	0.9281209039
1327	0.9281209032
1328	0.9281209024
1329	0.9280374915
1330	0.9280008999
1331	0.9279233951
1332	0.9279145766
1333	0.9278397755
1334	0.9278397748
1335	0.9278200924
1336	0.9278176774
1337	0.9276980687
1338	0.9276022428
1339	0.9276005448
1340	0.9275849041
1341	0.9275344904
1342	0.9274185198
1343	0.9274185192
1344	0.9273487625
1345	0.9273407149
1346	0.9272887934
1347	0.9272878573
1348	0.9271879128
1349	0.9271588659
1350	0.9271369982
1351	0.9271170361
1352	0.9269399551
1353	0.9269126737
1354	0.9267989149
1355	0.9267601607
1356	0.9267598859
1357	0.9267354684
1358	0.9265986372
1359	0.9265862224
1360	0.9265684561
1361	0.9265032741
1362	0.9263726317
1363	0.9263180012
1364	0.9262034253
1365	0.926133234
1366	0.926125834
1367	0.9260886457
1368	0.9260877243
1369	0.9259968146
1370	0.9259953504
1371	0.9259943602
1372	0.9259364631
1373	0.9259092028
1374	0.9258669004
1375	0.9257850833
1376	0.9257742521
1377	0.9257541686
1378	0.9255140951
1379	0.9254920725
1380	0.9253163091
1381	0.9252109391
1382	0.9252095098
1383	0.9251941021
1384	0.9251333454
1385	0.9250707279
1386	0.9249236903
1387	0.9248802053
1388	0.9248188073
1389	0.9246899228
1390	0.924552658
1391	0.9244795089
1392	0.9244326959
1393	0.924407815
1394	0.9243005013
1395	0.9242747262
1396	0.9242743585
1397	0.9242634659
1398	0.9241766426
1399	0.9240953821
1400	0.9239475174
1401	0.9239094906
1402	0.9237614487
1403	0.9236956285
1404	0.9236029771
1405	0.9235749653
1406	0.9235741136
1407	0.923480811
1408	0.9232973271
1409	0.9230374439
1410	0.9229358537
1411	0.9228629796
1412	0.9228316023
1413	0.9227595877
1414	0.9227595873
1415	0.9226117118
1416	0.9226117114
1417	0.9225170572
1418	0.9225046364
1419	0.9224408882
1420	0.9223206765
1421	0.9221979108
1422	0.9221449924
1423	0.9220772695
1424	0.9219103304
1425	0.9217496891
1426	0.9217005854
1427	0.9216235338
1428	0.9215909371
1429	0.9215894799
1430	0.9214551603
1431	0.9214429435
1432	0.9214007788
1433	0.9213676658
1434	0.9213196933
1435	0.9213001142
1436	0.9212280773
1437	0.9211621091
1438	0.9210354364
1439	0.9210354362
1440	0.9210351777
1441	0.9209482721
1442	0.920942498
1443	0.9208499368
1444	0.9206144738
1445	0.9204870145
1446	0.9204288722
1447	0.9203690164
1448	0.9203249723
1449	0.9203199516
1450	0.9201955619
1451	0.9201511282
1452	0.9201510926
1453	0.9200151074
1454	0.9199939152
1455	0.9199879916
1456	0.9199176696
1457	0.9199069377
1458	0.9198942832
1459	0.9198433967
1460	0.9196213573
1461	0.9196209025
1462	0.9195502104
1463	0.9195018899
1464	0.9193696772
1465	0.9193153246
1466	0.9191939979
1467	0.9191931163
1468	0.9189784985
1469	0.9189784813
1470	0.9189675165
1471	0.9189215113
1472	0.9188747985
1473	0.9188305588
1474	0.9188270438
1475	0.9187635602
1476	0.9187625254
1477	0.9186215034
1478	0.9186204511
1479	0.9185548324
1480	0.9185019023
1481	0.9183731414
1482	0.9183341704
1483	0.9182341929
1484	0.9180487698
1485	0.9180176911
1486	0.917940772
1487	0.9178428953
1488	0.9177895219
1489	0.9177719528
1490	0.9177639478
1491	0.9176182526
1492	0.9174590986
1493	0.9173219207
1494	0.9173133103
1495	0.9173040404
1496	0.9172089483
1497	0.9171981557
1498	0.9171815365
1499	0.9170808628
1500	0.9170563033
1501	0.9170262021
1502	0.9169016524
1503	0.9168636207
1504	0.9167780903
1505	0.9165401976
1506	0.9164116705
1507	0.9163591739
1508	0.9163011033
1509	0.9162436263
1510	0.9161843344
1511	0.916146471
1512	0.9161049677
1513	0.9160501106
1514	0.9160480595
1515	0.9159850317
1516	0.9159267947
1517	0.9159207581
1518	0.9159013672
1519	0.9159013669
1520	0.9158881424
1521	0.9158658526
1522	0.9157965234
1523	0.9155060207
1524	0.9155060204
1525	0.9154418044
1526	0.9154251743
1527	0.9154251741
1528	0.9152839945
1529	0.9151902127
1530	0.9150410659
1531	0.9150250017
1532	0.9147590147
1533	0.9147277252
1534	0.9147257171
1535	0.9146602152
1536	0.9146426966
1537	0.9145957672
1538	0.9144149662
1539	0.914207942
1540	0.9141906279
1541	0.9141373916
1542	0.91393981
