iter	RMSE
1543	0.9139138554
1544	0.9139138552
1545	0.913913855
1546	0.9138172893
1547	0.9138152919
1548	0.9137351363
1549	0.9135730224
1550	0.9135188795
1551	0.9134716912
1552	0.9134210819
1553	0.9133271981
1554	0.9132503497
1555	0.9132426403
1556	0.9132218228
1557	0.9130287047
1558	0.9130141494
1559	0.9129472777
1560	0.9128781277
1561	0.9127552378
1562	0.9127239408
1563	0.9126362229
1564	0.91263391
1565	0.9125962937
1566	0.9125453538
1567	0.9124896671
1568	0.9124670007
1569	0.912411521
1570	0.9123276629
1571	0.9120873246
1572	0.9120450916
1573	0.9119562454
1574	0.9119172557
1575	0.9118410899
1576	0.9117575402
1577	0.9117566713
1578	0.9116827639
1579	0.9115949997
1580	0.9115693272
1581	0.9114676556
1582	0.9114218622
1583	0.9114119584
1584	0.9113323154
1585	0.9112334715
1586	0.911169106
1587	0.9111107149
1588	0.9109366554
1589	0.9108721824
1590	0.9107171772
1591	0.9106528748
1592	0.9106404386
1593	0.9106348877
1594	0.9106205161
1595	0.9106139138
1596	0.9105723498
1597	0.9105634513
1598	0.9104331921
1599	0.9104185501
1600	0.9103704892
1601	0.9103603009
1602	0.9103082962
1603	0.9102667663
1604	0.9101833651
1605	0.9101519195
1606	0.9100382252
1607	0.9099166595
1608	0.9098027567
1609	0.9098027566
1610	0.9096685963
1611	0.9096680825
1612	0.9095966835
1613	0.909552829
1614	0.9094481732
1615	0.9094481731
1616	0.9093553284
1617	0.9093475872
1618	0.9092801592
1619	0.9091993347
1620	0.9091993346
1621	0.9091455139
1622	0.9091363644
1623	0.909106107
1624	0.9090953669
1625	0.908895091
1626	0.9088829527
1627	0.9087700614
1628	0.9086939624
1629	0.9086431402
1630	0.9086161833
1631	0.9086055973
1632	0.908531443
1633	0.9084109947
1634	0.908359573
1635	0.9083581282
1636	0.9083163598
1637	0.9083040079
1638	0.908213232
1639	0.9081533504
1640	0.9080902231
1641	0.9080862106
1642	0.9080734629
1643	0.9080734629
1644	0.908071631
1645	0.9080692791
1646	0.9080692791
1647	0.9079211434
1648	0.9078969796
1649	0.9078821976
1650	0.9077792795
1651	0.9077591214
1652	0.9077075553
1653	0.9075216797
1654	0.9074953608
1655	0.9074871544
1656	0.9074351957
1657	0.9074292986
1658	0.9073044085
1659	0.907297302
1660	0.9072698821
1661	0.9071615955
1662	0.9070495838
1663	0.9068732289
1664	0.9068404622
1665	0.9068098608
1666	0.9068098608
1667	0.9067491194
1668	0.9067379565
1669	0.9067314606
1670	0.9066158431
1671	0.9066143715
1672	0.9065994598
1673	0.9065741733
1674	0.9065097775
1675	0.9064593253
1676	0.9064344707
1677	0.9063533785
1678	0.9063271813
1679	0.9062854613
1680	0.906231167
1681	0.9061749688
1682	0.9061701052
1683	0.9060372725
1684	0.9060372725
1685	0.9059948971
1686	0.9059743771
1687	0.9059735226
1688	0.9059270326
1689	0.9059270325
1690	0.9058596486
1691	0.9055842226
1692	0.9054453836
1693	0.9052964269
1694	0.9052354183
1695	0.9051155821
1696	0.9050090432
1697	0.9050086848
1698	0.9049803908
1699	0.9049285404
1700	0.904830136
1701	0.9047926534
1702	0.9047717756
1703	0.9047187281
1704	0.9046365974
1705	0.9046348669
1706	0.9046261892
1707	0.9045294878
1708	0.904444122
1709	0.9044402687
1710	0.9042396046
1711	0.9041630319
1712	0.9041300072
1713	0.9040249069
1714	0.9039801565
1715	0.9039722088
1716	0.9039044913
1717	0.9038415806
1718	0.9037900235
1719	0.9037546218
1720	0.9037034399
1721	0.9036800333
1722	0.9036800332
1723	0.9035916532
1724	0.9035815659
1725	0.9035068602
1726	0.9034970765
1727	0.9034919178
1728	0.9033923707
1729	0.9033546462
1730	0.9032770826
1731	0.9032478588
1732	0.9032205393
1733	0.9032125022
1734	0.9032054479
1735	0.9031715515
1736	0.9031293701
1737	0.9030888762
1738	0.9030397683
1739	0.9030335095
1740	0.9030135205
1741	0.9029866262
1742	0.9029489083
1743	0.9028667888
1744	0.9028566343
1745	0.902851782
1746	0.9026646629
1747	0.9026154457
1748	0.9024703328
1749	0.9024143882
1750	0.9023832701
1751	0.9022873606
1752	0.9021567368
1753	0.90215123
1754	0.9021307556
1755	0.9021256663
1756	0.9020620746
1757	0.9019714333
1758	0.9019467967
1759	0.9018885674
1760	0.90177749
1761	0.9017528916
1762	0.9017527527
1763	0.9017475154
1764	0.9016413338
1765	0.9015885207
1766	0.9015646847
1767	0.901449009
1768	0.9013067392
1769	0.9012155564
1770	0.9012043436
1771	0.9011902186
1772	0.9011792739
1773	0.9011324914
1774	0.901093293
1775	0.9010335896
1776	0.9008768958
1777	0.9007876485
1778	0.9007280429
1779	0.9007055297
1780	0.9006802366
1781	0.9006668591
1782	0.9006420343
1783	0.9006167631
1784	0.9005618958
1785	0.9005397734
1786	0.9004454977
1787	0.9003973787
1788	0.9002424687
1789	0.9002416516
1790	0.9001739507
1791	0.9000515006
1792	0.9000072546
1793	0.899973395
1794	0.8998523848
1795	0.8998276059
1796	0.8998019835
1797	0.8997531607
1798	0.8997061301
1799	0.8996940542
1800	0.8996698714
1801	0.899619542
1802	0.8995604419
1803	0.8993907493
1804	0.8993907491
1805	0.899329912
1806	0.8992795491
1807	0.899188911
1808	0.8991864552
1809	0.8991859873
1810	0.8991035938
1811	0.8990403172
1812	0.8989896036
1813	0.8989875662
1814	0.8989657249
1815	0.8989461825
1816	0.8987172008
1817	0.898626378
1818	0.8986184915
1819	0.898589504
1820	0.8985729116
1821	0.898563231
1822	0.8985624199
1823	0.8985624196
1824	0.8985276237
1825	0.8983507574
1826	0.8980340405
1827	0.8980146698
1828	0.8980048742
1829	0.8979887389
1830	0.8979850892
1831	0.8979797505
1832	0.8979067038
1833	0.8978330215
1834	0.8978325208
1835	0.8978315602
1836	0.8977442691
1837	0.8977243895
1838	0.8976550775
1839	0.8975364321
1840	0.8975364319
1841	0.8974928786
1842	0.8974882278
1843	0.8974666941
1844	0.8972880911
1845	0.8972497316
1846	0.897161072
1847	0.8970960734
1848	0.8970618316
1849	0.8969930358
1850	0.8969925332
1851	0.8969874988
1852	0.8968913779
1853	0.8968730944
1854	0.8967410975
1855	0.8966657588
1856	0.8966640858
1857	0.896626647
1858	0.896420499
1859	0.8962793443
1860	0.8962120776
1861	0.8961139291
1862	0.8960581009
1863	0.8959881985
1864	0.8959633856
1865	0.8958866993
1866	0.8957561319
1867	0.8957444785
1868	0.8956845018
1869	0.8956416205
1870	0.8956298525
1871	0.8956238882
1872	0.8955979504
1873	0.8955735775
1874	0.895521743
1875	0.8954945093
1876	0.895357932
1877	0.8953129674
1878	0.8953129673
1879	0.8953062822
1880	0.895269481
1881	0.8952439935
1882	0.8951080016
1883	0.8950212784
1884	0.8949914218
1885	0.8946969717
1886	0.8945560291
1887	0.894556029
1888	0.8945218732
1889	0.8944587459
1890	0.8943976271
1891	0.8941692156
1892	0.8940435055
1893	0.893923411
1894	0.8939110644
1895	0.8937510881
1896	0.8936946039
1897	0.8936938287
1898	0.8936929328
1899	0.8936884426
1900	0.8936452503
1901	0.8935923056
1902	0.8934740872
1903	0.8934735476
1904	0.8933740065
1905	0.8933082826
1906	0.893156787
1907	0.893147304
1908	0.8930834757
1909	0.8930832922
1910	0.8930832921
1911	0.8930264435
1912	0.8930264434
1913	0.8929361287
1914	0.8928734403
1915	0.8928726706
1916	0.8928390502
1917	0.8927755081
1918	0.8927629768
1919	0.8927562116
1920	0.8927534764
1921	0.8925652367
1922	0.8924655547
1923	0.8924310212
1924	0.8924310212
1925	0.8922421761
1926	0.8922211479
1927	0.8921831962
1928	0.8921827104
1929	0.8921219437
1930	0.8920476217
1931	0.8919923646
1932	0.8919117425
1933	0.8918654283
1934	0.8918469368
1935	0.8918205137
1936	0.8916166257
1937	0.8915945532
1938	0.8914363811
1939	0.8914245821
1940	0.8913256085
1941	0.8913014371
1942	0.8912974749
1943	0.8911792767
1944	0.8911707548
1945	0.8911375379
1946	0.8911317173
1947	0.8910939971
1948	0.8910288155
1949	0.8909756895
1950	0.8908755326
1951	0.8908435636
1952	0.8908029329
1953	0.8906939511
1954	0.8905844538
1955	0.890553192
1956	0.890522507
1957	0.8903912224
1958	0.8903912224
1959	0.8903376912
1960	0.890280591
1961	0.8902704384
1962	0.8901977542
1963	0.8901549424
1964	0.8901264299
1965	0.8899750779
1966	0.8899693737
1967	0.8899685335
1968	0.8898684947
1969	0.8898416536
1970	0.8898386886
1971	0.8898315412
1972	0.8898257147
1973	0.8897968609
1974	0.8897325397
1975	0.8895533152
1976	0.889543072
1977	0.889523474
1978	0.8894706112
1979	0.8894673588
1980	0.8893727366
1981	0.8893096881
1982	0.889165622
1983	0.8891642552
1984	0.889085292
1985	0.889075496
1986	0.8890129344
1987	0.8888879465
1988	0.888792638
1989	0.8887509809
1990	0.888725523
1991	0.8886517605
1992	0.8885885614
1993	0.8885500499
1994	0.8884917347
1995	0.8884054769
1996	0.888268659
1997	0.8881333025
1998	0.8880955819
1999	0.8880728081
